id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
13867,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,8,12,Online,0,0,0,138,0,0
13868,1,0,1,3,Not Selected,0,Room_Type 1,47,2018,11,7,Online,0,0,0,152.2,0,1
13869,2,0,2,1,Not Selected,0,Room_Type 1,54,2018,11,5,Online,0,0,0,118.33,3,0
13870,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,85.5,0,0
13871,2,2,0,1,Meal Plan 1,0,Room_Type 6,19,2017,10,21,Offline,0,0,0,174.25,0,0
13872,2,0,2,2,Meal Plan 1,0,Room_Type 4,47,2017,11,7,Offline,0,0,0,60,1,0
13873,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,12,3,Offline,0,0,0,55,0,0
13874,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,70,0,0
13875,1,0,0,0,Meal Plan 1,0,Room_Type 1,1,2018,2,6,Online,0,0,0,0,0,0
13876,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95,0,1
13877,2,0,1,1,Meal Plan 1,0,Room_Type 4,37,2018,6,4,Online,0,0,0,131.4,0,1
13878,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,18,Corporate,0,0,0,140,0,0
13879,2,0,1,2,Not Selected,0,Room_Type 1,27,2017,9,18,Online,0,0,0,115,1,0
13880,2,0,1,2,Not Selected,1,Room_Type 1,26,2018,10,3,Online,0,0,0,142,2,0
13881,2,0,0,3,Meal Plan 1,0,Room_Type 1,184,2018,8,9,Online,0,0,0,105.3,2,1
13882,3,0,2,3,Meal Plan 1,0,Room_Type 4,7,2018,5,29,Online,0,0,0,141.95,2,0
13883,2,0,0,5,Meal Plan 1,0,Room_Type 1,129,2017,12,29,Offline,0,0,0,47.2,0,0
13884,2,0,2,3,Meal Plan 2,1,Room_Type 1,152,2018,8,6,Online,0,0,0,149.25,1,1
13885,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,5,27,Online,0,0,0,140.4,0,1
13886,2,0,0,2,Meal Plan 1,1,Room_Type 1,201,2018,5,24,Online,0,0,0,127,1,1
13887,2,2,0,3,Meal Plan 1,1,Room_Type 6,122,2018,8,25,Online,0,0,0,198.9,2,0
13888,1,0,1,0,Meal Plan 1,1,Room_Type 1,0,2018,11,14,Corporate,1,0,1,67,0,0
13889,1,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,10,28,Offline,0,0,0,62.5,0,0
13890,2,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,5,8,Online,0,0,0,126.9,1,0
13891,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,0
13892,3,0,1,3,Meal Plan 1,0,Room_Type 4,158,2018,6,30,Online,0,0,0,121.55,2,1
13893,2,0,2,1,Not Selected,1,Room_Type 1,166,2018,8,6,Online,0,0,0,103.5,1,1
13894,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120,0,0
13895,1,0,0,2,Meal Plan 1,0,Room_Type 1,193,2018,6,22,Online,0,0,0,100.8,1,1
13896,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,5,13,Online,0,0,0,135,0,1
13897,2,0,0,3,Not Selected,0,Room_Type 1,197,2018,9,15,Online,0,0,0,116.1,1,1
13898,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,1
13899,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,2,19,Online,0,0,0,130,1,0
13900,2,1,1,1,Meal Plan 1,0,Room_Type 4,8,2018,9,12,Online,0,0,0,187.55,1,0
13901,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,4,4,Online,0,0,0,89,1,0
13902,2,0,0,3,Meal Plan 2,0,Room_Type 4,1,2018,3,15,Offline,0,0,0,111,0,0
13903,3,0,1,2,Meal Plan 1,0,Room_Type 1,150,2018,7,8,Offline,0,0,0,96.9,0,0
13904,2,0,2,4,Not Selected,0,Room_Type 1,121,2018,11,16,Offline,0,0,0,62.5,0,0
13905,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,2,0
13906,2,0,1,3,Meal Plan 1,0,Room_Type 4,7,2018,12,29,Online,0,0,0,125.8,0,0
13907,2,0,0,5,Meal Plan 1,0,Room_Type 1,116,2018,1,26,Offline,0,0,0,70,0,0
13908,2,2,0,3,Meal Plan 2,0,Room_Type 6,66,2018,11,17,Online,0,0,0,231,1,1
13909,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65,0,1
13910,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75,0,1
13911,3,0,2,1,Meal Plan 1,0,Room_Type 4,56,2018,8,28,Online,0,0,0,142.2,0,1
13912,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,5,Corporate,1,0,1,65,1,0
13913,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101,0,0
13914,1,1,2,0,Meal Plan 1,0,Room_Type 1,0,2017,10,11,Online,0,0,0,9,0,0
13915,2,0,0,2,Meal Plan 1,0,Room_Type 4,43,2018,7,12,Online,0,0,0,149.4,1,0
13916,2,0,0,4,Not Selected,0,Room_Type 1,32,2018,10,25,Online,0,0,0,109,1,0
13917,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,9,18,Offline,0,0,0,80.75,0,0
13918,2,1,2,5,Meal Plan 1,0,Room_Type 1,97,2018,10,17,Online,0,0,0,135,0,1
13919,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,2018,9,7,Online,0,0,0,136,2,0
13920,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,144,0,0
13921,3,0,2,2,Meal Plan 1,0,Room_Type 4,2,2018,3,27,Online,0,0,0,147,2,0
13922,2,0,0,1,Meal Plan 1,0,Room_Type 1,19,2018,11,25,Online,0,0,0,104,2,0
13923,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,1,14,Corporate,1,1,0,66,0,0
13924,2,0,1,4,Meal Plan 1,0,Room_Type 1,75,2018,4,25,Offline,0,0,0,80.75,0,0
13925,1,0,0,1,Meal Plan 1,0,Room_Type 4,20,2018,5,26,Aviation,0,0,0,110,0,1
13926,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105,0,0
13927,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115,1,1
13928,2,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,10,21,Complementary,0,0,0,0,0,0
13929,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,119,0,0
13930,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,1
13931,2,0,2,2,Not Selected,0,Room_Type 1,186,2018,9,30,Online,0,0,0,102.6,2,1
13932,2,0,1,2,Meal Plan 1,0,Room_Type 1,98,2018,9,16,Offline,0,0,0,80.75,0,0
13933,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,2018,3,2,Corporate,0,0,0,55,1,0
13934,3,0,2,4,Meal Plan 1,0,Room_Type 4,200,2018,9,24,Offline,0,0,0,115.6,0,1
13935,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2017,12,4,Offline,0,0,0,55,0,0
13936,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,100,0,1
13937,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,9,13,Corporate,0,0,0,65,0,0
13938,1,0,1,4,Meal Plan 1,0,Room_Type 1,336,2018,9,21,Offline,0,0,0,70,0,0
13939,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107,1,0
13940,2,0,1,1,Meal Plan 1,0,Room_Type 1,38,2018,6,18,Offline,0,0,0,85.5,0,0
13941,2,0,0,4,Not Selected,0,Room_Type 1,144,2018,7,6,Online,0,0,0,97.75,0,1
13942,1,0,0,3,Meal Plan 1,0,Room_Type 1,131,2018,5,5,Online,0,0,0,99.9,0,1
13943,1,0,1,0,Not Selected,0,Room_Type 1,24,2018,11,20,Online,0,0,0,60.06,1,0
13944,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,1
13945,2,0,0,1,Not Selected,1,Room_Type 1,4,2018,1,6,Online,0,0,0,86,0,0
13946,2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2018,7,6,Online,0,0,0,116.95,1,0
13947,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,78,0,0
13948,2,0,2,9,Meal Plan 1,0,Room_Type 1,72,2017,12,23,Offline,0,0,0,58.91,1,0
13949,2,0,0,2,Not Selected,0,Room_Type 1,45,2018,4,13,Online,0,0,0,94.5,1,0
13950,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,0
13951,2,0,2,5,Meal Plan 1,0,Room_Type 1,14,2017,10,13,Online,0,0,0,131.43,2,0
13952,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,9,Corporate,0,0,0,179.38,0,0
13953,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110,0,1
13954,2,0,1,4,Meal Plan 1,0,Room_Type 1,134,2018,5,9,Online,0,0,0,76.58,1,0
13955,1,0,0,1,Meal Plan 1,0,Room_Type 1,61,2017,9,15,Online,0,0,0,80.75,0,0
13956,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,1
13957,2,0,2,1,Meal Plan 1,0,Room_Type 1,248,2018,10,29,Online,0,0,0,74.15,0,1
13958,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120,0,1
13959,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,2018,11,22,Offline,1,0,1,75,1,0
13960,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,27,Complementary,0,0,0,0,0,0
13961,3,0,0,1,Meal Plan 1,0,Room_Type 4,176,2018,9,1,Online,0,0,0,159.3,2,1
13962,2,0,0,4,Meal Plan 1,0,Room_Type 4,68,2017,12,2,Offline,0,0,0,60,0,0
13963,2,0,0,4,Not Selected,0,Room_Type 1,30,2018,11,29,Online,0,0,0,74.8,1,0
13964,2,2,0,0,Meal Plan 1,0,Room_Type 6,36,2018,7,20,Online,0,0,0,0,3,0
13965,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,2,27,Online,0,0,0,112,1,0
13966,1,0,1,2,Meal Plan 1,0,Room_Type 1,25,2018,10,17,Online,0,0,0,129,2,0
13967,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,1,22,Online,0,0,0,84,0,0
13968,2,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,20,Online,0,0,0,113.4,0,1
13969,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Online,0,0,0,0,0,0
13970,2,0,0,2,Meal Plan 1,0,Room_Type 1,20,2017,10,7,Online,0,0,0,107,2,0
13971,3,0,2,2,Meal Plan 1,0,Room_Type 4,71,2018,9,10,Online,0,0,0,168.3,2,0
13972,2,2,1,0,Meal Plan 1,0,Room_Type 7,36,2018,8,7,Online,0,0,0,214.76,2,0
13973,2,0,0,3,Not Selected,0,Room_Type 1,188,2018,10,27,Online,0,0,0,85.5,2,1
13974,2,2,0,2,Meal Plan 1,0,Room_Type 7,11,2017,12,11,Complementary,0,0,0,0,3,0
13975,2,0,0,4,Meal Plan 1,0,Room_Type 4,113,2018,5,25,Online,0,0,0,132.6,0,1
13976,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,96.3,0,1
13977,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,0
13978,2,0,2,4,Meal Plan 1,0,Room_Type 1,115,2018,6,11,Online,0,0,0,119.85,1,0
13979,2,0,0,5,Meal Plan 1,0,Room_Type 1,32,2018,10,25,Offline,0,0,0,85,1,0
13980,3,0,0,2,Meal Plan 1,0,Room_Type 4,66,2018,4,22,Online,0,0,0,137.7,1,1
13981,2,0,2,3,Meal Plan 1,0,Room_Type 4,148,2018,7,23,Offline,0,0,0,82.45,0,0
13982,1,0,0,2,Meal Plan 1,0,Room_Type 1,25,2017,11,17,Online,0,0,0,101,1,0
13983,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,2,29,Complementary,0,0,0,3,0,0
13984,2,0,2,5,Meal Plan 1,0,Room_Type 1,20,2017,9,1,Online,0,0,0,76.81,0,0
13985,2,1,0,4,Meal Plan 2,0,Room_Type 1,81,2018,12,7,Online,0,0,0,152.55,1,0
13986,2,2,2,4,Meal Plan 1,0,Room_Type 6,95,2018,10,29,Online,0,0,0,156.45,1,1
13987,2,0,0,3,Meal Plan 1,0,Room_Type 4,261,2018,10,13,Offline,0,0,0,90.95,2,0
13988,1,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,11,6,Online,0,0,0,180.25,0,0
13989,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,2018,10,1,Online,0,0,0,108.9,1,1
13990,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,2018,12,13,Online,0,0,0,88.4,1,0
13991,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,3,29,Online,0,0,0,89,1,0
13992,2,0,4,7,Not Selected,0,Room_Type 1,16,2018,12,10,Online,0,0,0,67.81,0,0
13993,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,61,0,1
13994,2,0,2,4,Meal Plan 1,0,Room_Type 2,292,2018,10,23,Online,0,0,0,81.82,1,0
13995,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,2,5,Online,0,0,0,89.3,1,0
13996,2,0,2,3,Meal Plan 1,0,Room_Type 1,32,2018,9,25,Offline,0,0,0,81,0,0
13997,2,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,8,13,Online,0,0,0,149.4,2,0
13998,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,3,23,Online,0,0,0,89.3,1,0
13999,2,0,1,2,Not Selected,0,Room_Type 1,175,2018,9,30,Online,0,0,0,104.1,0,1
14000,2,0,2,4,Meal Plan 1,0,Room_Type 1,120,2018,9,14,Online,0,0,0,129.6,0,1
14001,2,0,0,1,Not Selected,0,Room_Type 1,68,2018,3,15,Online,0,0,0,67.5,0,1
14002,2,1,2,0,Meal Plan 1,0,Room_Type 1,13,2017,12,6,Offline,0,0,0,64,1,0
14003,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Online,0,0,0,120,0,1
14004,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,8,21,Online,0,0,0,124,0,1
14005,2,0,0,1,Meal Plan 2,0,Room_Type 1,2,2017,9,30,Offline,0,0,0,112.2,0,0
14006,1,0,0,1,Not Selected,0,Room_Type 1,12,2018,7,20,Online,0,0,0,89,0,1
14007,2,1,4,7,Meal Plan 1,0,Room_Type 1,19,2018,4,9,Online,0,0,0,140.05,2,0
14008,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,10,9,Offline,0,0,0,85,0,0
14009,2,1,0,2,Meal Plan 1,0,Room_Type 1,33,2018,5,24,Online,0,0,0,125.1,2,0
14010,1,0,2,3,Meal Plan 1,0,Room_Type 1,65,2017,9,25,Online,0,0,0,118.14,1,0
14011,3,0,2,3,Meal Plan 1,0,Room_Type 4,89,2018,12,22,Online,0,0,0,119,1,0
14012,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,11,2,Online,0,0,0,77.77,0,0
14013,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,8,22,Online,0,0,0,106.67,1,0
14014,2,0,2,1,Meal Plan 2,0,Room_Type 1,30,2018,3,5,Offline,0,0,0,117,0,0
14015,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,6,Online,0,0,0,90,1,0
14016,2,0,2,1,Not Selected,0,Room_Type 1,241,2018,7,3,Online,0,0,0,95,1,0
14017,2,0,0,3,Not Selected,0,Room_Type 1,55,2018,3,2,Online,0,0,0,69.5,0,1
14018,2,0,0,2,Meal Plan 1,1,Room_Type 2,208,2018,7,21,Online,0,0,0,104.62,0,1
14019,2,0,1,2,Meal Plan 1,0,Room_Type 1,54,2018,11,11,Online,0,0,0,96,1,0
14020,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,1,1,0,72,0,0
14021,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,47.25,0,0
14022,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61,0,1
14023,3,0,1,3,Meal Plan 1,0,Room_Type 4,134,2018,7,28,Online,0,0,0,134.3,0,1
14024,2,0,2,3,Meal Plan 1,0,Room_Type 4,188,2017,8,23,Online,0,0,0,89.25,1,0
14025,2,1,4,6,Meal Plan 1,0,Room_Type 1,49,2018,12,10,Online,0,0,0,105.4,1,1
14026,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2018,4,4,Online,0,0,0,95,0,0
14027,2,0,2,3,Meal Plan 1,0,Room_Type 1,40,2017,12,26,Online,0,0,0,64.15,0,0
14028,2,0,1,3,Meal Plan 2,0,Room_Type 1,66,2018,5,9,Online,0,0,0,152.15,1,0
14029,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,2018,11,14,Offline,0,0,0,75,0,0
14030,2,0,0,2,Meal Plan 1,0,Room_Type 1,13,2018,11,29,Corporate,1,0,4,75,1,0
14031,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,7,29,Corporate,0,0,0,65,0,0
14032,2,0,2,5,Meal Plan 1,0,Room_Type 1,179,2018,9,12,Offline,0,0,0,80.75,0,0
14033,1,0,1,0,Meal Plan 1,0,Room_Type 1,24,2018,11,20,Online,0,0,0,96,0,0
14034,2,0,0,1,Meal Plan 1,0,Room_Type 1,32,2018,1,16,Online,0,0,0,78.3,0,1
14035,2,0,2,1,Meal Plan 1,0,Room_Type 1,107,2018,5,29,Online,0,0,0,80.75,1,1
14036,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,2,12,Offline,0,0,0,40.67,0,0
14037,2,0,0,2,Not Selected,0,Room_Type 1,125,2018,11,16,Online,0,0,0,79.2,1,0
14038,2,0,1,0,Meal Plan 1,0,Room_Type 1,88,2018,6,26,Online,0,0,0,96.3,0,1
14039,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,2018,8,30,Online,0,0,0,80.32,1,0
14040,2,0,1,2,Not Selected,0,Room_Type 1,109,2018,8,12,Online,0,0,0,107.1,1,0
14041,2,0,0,1,Meal Plan 1,0,Room_Type 5,5,2018,10,26,Complementary,0,0,0,0,2,0
14042,2,0,0,1,Meal Plan 1,0,Room_Type 1,29,2018,8,30,Online,0,0,0,122,2,0
14043,2,0,0,1,Meal Plan 1,0,Room_Type 2,3,2018,7,2,Complementary,1,0,3,0,2,0
14044,2,0,1,2,Not Selected,0,Room_Type 1,36,2018,10,28,Online,0,0,0,109,1,0
14045,2,1,2,1,Meal Plan 1,0,Room_Type 1,5,2018,4,17,Offline,0,0,0,95.2,0,0
14046,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,0
14047,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2018,11,18,Complementary,0,0,0,0,1,0
14048,2,0,2,3,Meal Plan 1,0,Room_Type 2,284,2018,10,16,Online,0,0,0,81.82,0,1
14049,2,0,2,5,Meal Plan 1,0,Room_Type 1,31,2018,3,17,Offline,0,0,0,63,0,0
14050,2,0,2,3,Meal Plan 1,0,Room_Type 1,60,2017,9,12,Online,0,0,0,98.94,1,0
14051,2,0,0,1,Meal Plan 1,0,Room_Type 1,26,2018,6,8,Offline,0,0,0,120,0,0
14052,2,0,2,5,Meal Plan 1,0,Room_Type 4,105,2018,10,6,Online,0,0,0,132.3,2,0
14053,2,0,2,4,Meal Plan 1,0,Room_Type 1,82,2018,7,1,Online,0,0,0,114.3,1,0
14054,2,0,1,3,Meal Plan 1,0,Room_Type 1,224,2018,6,20,Online,0,0,0,73.37,1,0
14055,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,3,2,Online,0,0,0,79.77,1,0
14056,2,0,2,2,Meal Plan 1,0,Room_Type 1,91,2018,10,8,Online,0,0,0,118.8,1,1
14057,3,0,0,4,Meal Plan 1,0,Room_Type 6,31,2018,9,7,Online,0,0,0,152.81,1,1
14058,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,0
14059,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,10,25,Online,0,0,0,130,2,0
14060,2,0,4,5,Meal Plan 1,0,Room_Type 1,89,2018,6,26,Online,0,0,0,110.3,0,1
14061,3,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,2,15,Offline,0,0,0,92.65,1,0
14062,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,0,0,0,90,2,0
14063,2,0,1,5,Meal Plan 2,0,Room_Type 4,195,2018,8,23,Online,0,0,0,147,0,1
14064,2,0,3,5,Meal Plan 1,0,Room_Type 1,224,2018,8,22,Online,0,0,0,72.76,0,1
14065,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,2,18,Online,0,0,0,72,1,1
14066,2,0,2,3,Meal Plan 1,0,Room_Type 4,80,2018,9,17,Online,0,0,0,149.4,3,0
14067,2,0,0,2,Meal Plan 1,0,Room_Type 1,47,2018,11,25,Online,0,0,0,93.6,1,0
14068,2,0,0,4,Meal Plan 1,0,Room_Type 4,16,2018,6,1,Online,0,0,0,135.8,0,0
14069,3,0,1,1,Meal Plan 1,0,Room_Type 4,118,2018,8,1,Online,0,0,0,137.7,1,0
14070,2,0,1,2,Meal Plan 1,1,Room_Type 2,145,2018,8,15,Online,0,0,0,115.32,0,0
14071,3,0,1,1,Meal Plan 2,0,Room_Type 4,33,2018,4,30,Online,0,0,0,210.6,0,1
14072,3,0,1,5,Meal Plan 1,1,Room_Type 4,110,2018,8,1,Online,0,0,0,148.2,1,0
14073,2,0,2,4,Meal Plan 1,0,Room_Type 4,138,2018,8,13,Online,0,0,0,145.2,1,1
14074,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,10,6,Complementary,0,0,0,0,0,0
14075,0,2,1,1,Meal Plan 1,0,Room_Type 7,14,2018,8,13,Online,0,0,0,0,1,0
14076,2,0,2,3,Meal Plan 1,1,Room_Type 1,77,2018,4,30,Online,0,0,0,123.45,1,0
14077,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,80,0,0
14078,1,0,1,2,Meal Plan 1,0,Room_Type 1,256,2017,9,14,Offline,0,0,0,64.33,0,0
14079,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,12,30,Online,0,0,0,375.5,0,0
14080,2,0,0,4,Meal Plan 1,0,Room_Type 1,47,2018,5,11,Online,0,0,0,92.28,1,0
14081,2,0,0,2,Meal Plan 1,1,Room_Type 4,7,2017,10,15,Online,0,0,0,145,1,0
14082,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,1,0,1,0,1,0
14083,2,0,1,0,Not Selected,0,Room_Type 1,114,2018,12,12,Online,0,0,0,79.2,1,0
14084,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,4,4,Offline,0,0,0,80,0,1
14085,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,19,Online,0,0,0,85,0,0
14086,2,0,1,1,Meal Plan 2,0,Room_Type 1,8,2018,8,8,Online,0,0,0,189,1,1
14087,2,0,1,1,Meal Plan 1,0,Room_Type 1,219,2018,8,15,Online,0,0,0,96.3,0,1
14088,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130,0,0
14089,2,0,2,1,Not Selected,0,Room_Type 1,197,2018,10,30,Online,0,0,0,82.5,0,1
14090,1,0,0,1,Meal Plan 1,1,Room_Type 1,35,2018,12,14,Corporate,0,0,0,79,1,0
14091,2,0,2,1,Meal Plan 1,0,Room_Type 4,41,2018,9,18,Online,0,0,0,149.4,1,1
14092,2,0,0,3,Not Selected,0,Room_Type 1,181,2018,8,16,Online,0,0,0,94.5,1,1
14093,2,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,9,Online,0,0,0,126.9,0,1
14094,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,2018,9,30,Online,0,0,0,117.9,2,1
14095,3,0,0,2,Meal Plan 2,0,Room_Type 4,114,2018,8,10,Online,0,0,0,207,2,1
14096,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,6,26,Online,0,0,0,103.7,1,0
14097,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65,0,0
14098,3,0,2,6,Meal Plan 1,0,Room_Type 1,210,2018,8,2,Offline,0,0,0,96.9,2,0
14099,1,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,80,0,0
14100,1,0,0,1,Meal Plan 1,1,Room_Type 4,0,2018,3,8,Corporate,0,0,0,75,0,0
14101,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2017,9,21,Offline,0,0,0,48,0,1
14102,2,0,2,4,Meal Plan 1,0,Room_Type 1,53,2018,11,13,Online,0,0,0,88.4,1,0
14103,2,0,0,4,Meal Plan 1,0,Room_Type 4,90,2018,9,7,Online,0,0,0,149.4,0,1
14104,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65,0,0
14105,2,0,2,4,Meal Plan 1,0,Room_Type 6,30,2018,5,21,Online,0,0,0,136.72,1,0
14106,2,0,1,3,Meal Plan 1,0,Room_Type 1,90,2018,5,12,Online,0,0,0,119.85,0,1
14107,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,112.2,0,1
14108,1,0,1,1,Meal Plan 1,0,Room_Type 1,73,2018,6,4,Online,0,0,0,117,2,0
14109,2,0,2,3,Meal Plan 1,0,Room_Type 1,36,2018,8,19,Online,0,0,0,135.9,1,0
14110,2,0,0,2,Meal Plan 1,0,Room_Type 4,25,2018,4,20,Online,0,0,0,137,1,0
14111,2,0,2,3,Meal Plan 1,0,Room_Type 1,3,2018,1,15,Online,0,0,0,69.84,0,0
14112,2,0,0,4,Meal Plan 1,0,Room_Type 1,141,2018,6,15,Online,0,0,0,128.85,2,0
14113,1,0,0,4,Meal Plan 1,0,Room_Type 1,215,2018,5,4,Online,0,0,0,100.8,2,1
14114,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,115,1,1
14115,3,0,0,1,Meal Plan 1,1,Room_Type 4,59,2018,9,7,Online,0,0,0,139.5,1,0
14116,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,2018,12,16,Online,0,0,0,103.5,0,0
14117,2,0,0,3,Meal Plan 1,0,Room_Type 1,172,2018,8,23,Online,0,0,0,102.3,0,1
